"dif"	"ontology"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"ID"	"geneID"
"upregulated"	"CC"	"ruffle"	19	"19/1752"	"162/14739"	0.561566232409154	0.999997919250364	0.861102935139362	"GO:0001726"	"ACTN1/NME1/TNFRSF12A/KANK1/EPB41L5/PDXP/TESC/MYO1C/KLHL2/SAMSN1/CIB1/PDLIM7/SYNJ2/PLEKHO1/NME2/PIP5K1A/CDK6/LIMA1/RAC1"
"upregulated"	"CC"	"pseudopodium"	2	"2/1752"	"16/14739"	0.583135349117337	0.999997919250364	0.861102935139362	"GO:0031143"	"ACTN1/ARRB1"
"upregulated"	"CC"	"growth cone part"	2	"2/1752"	"16/14739"	0.583135349117337	0.999997919250364	0.861102935139362	"GO:0090723"	"ITGA3/YWHAE"
"upregulated"	"CC"	"sperm midpiece"	2	"2/1752"	"16/14739"	0.583135349117337	0.999997919250364	0.861102935139362	"GO:0097225"	"CCR6/HYAL3"
"upregulated"	"CC"	"plasma lipoprotein particle"	3	"3/1752"	"25/14739"	0.58457258708659	0.999997919250364	0.861102935139362	"GO:0034358"	"LDLR/CLU/PCYOX1"
"upregulated"	"CC"	"GTPase complex"	3	"3/1752"	"25/14739"	0.58457258708659	0.999997919250364	0.861102935139362	"GO:1905360"	"GNG4/GNA15/GNB1"
"upregulated"	"CC"	"lipoprotein particle"	3	"3/1752"	"25/14739"	0.58457258708659	0.999997919250364	0.861102935139362	"GO:1990777"	"LDLR/CLU/PCYOX1"
"upregulated"	"CC"	"clathrin-coated pit"	7	"7/1752"	"61/14739"	0.598774340731987	0.999997919250364	0.861102935139362	"GO:0005905"	"SORT1/OCRL/TFRC/ITSN1/LDLR/HSPD1/ARRB1"
"upregulated"	"CC"	"site of polarized growth"	17	"17/1752"	"149/14739"	0.609830503921539	0.999997919250364	0.861102935139362	"GO:0030427"	"CBARP/MYH10/MAPT/STX3/RAC3/FKBP4/HSP90AB1/GPRIN1/ITGA3/KATNB1/SIGMAR1/CIB1/HSP90AA1/SSH1/ZPR1/YWHAE/HNRNPR"
"upregulated"	"CC"	"cell cortex region"	4	"4/1752"	"35/14739"	0.611291174916136	0.999997919250364	0.861102935139362	"GO:0099738"	"PHLDB1/UNC13B/ENO1/EPB41L2"
"upregulated"	"CC"	"Golgi cis cisterna"	3	"3/1752"	"26/14739"	0.612028182947501	0.999997919250364	0.861102935139362	"GO:0000137"	"GOLGA8O/GOLGA8Q/GOLGA8R"
"upregulated"	"CC"	"phosphatidylinositol 3-kinase complex"	3	"3/1752"	"26/14739"	0.612028182947501	0.999997919250364	0.861102935139362	"GO:0005942"	"SOCS1/CISH/SOCS2"
"upregulated"	"CC"	"integral component of synaptic vesicle membrane"	3	"3/1752"	"26/14739"	0.612028182947501	0.999997919250364	0.861102935139362	"GO:0030285"	"SLC6A9/SYPL1/STX12"
"upregulated"	"CC"	"Golgi cisterna"	12	"12/1752"	"106/14739"	0.616660210022165	0.999997919250364	0.861102935139362	"GO:0031985"	"SORT1/GOLGA8O/GOLGA8Q/B4GALT2/GOLGA8R/SGMS1/UXS1/RAB34/ST3GAL4/CHPF/FUT11/CHSY1"
"upregulated"	"CC"	"Seh1-associated complex"	2	"2/1752"	"17/14739"	0.617028563855835	0.999997919250364	0.861102935139362	"GO:0035859"	"SEH1L/SESN3"
"upregulated"	"CC"	"protein-lipid complex"	3	"3/1752"	"27/14739"	0.638235995095663	0.999997919250364	0.861102935139362	"GO:0032994"	"LDLR/CLU/PCYOX1"
"upregulated"	"CC"	"sperm principal piece"	2	"2/1752"	"18/14739"	0.648759422804146	0.999997919250364	0.861102935139362	"GO:0097228"	"CCR6/PFKM"
"upregulated"	"CC"	"adherens junction"	56	"56/1752"	"491/14739"	0.652480567093497	0.999997919250364	0.861102935139362	"GO:0005912"	"WASF1/TLE2/ACTN1/FHL1/SHROOM1/PPFIBP1/PTPRK/CD9/PVR/TGFB1I1/CORO1C/FAM129B/CEACAM1/TRIP6/EPB41L5/ARL2/MPZL1/ALCAM/CIB2/CORO1B/ARMC5/YES1/PTK7/TPM4/PLAU/HACD3/HSPB1/ARHGAP31/HMGA1/CD151/EPB41L2/ADAM9/ITGA3/SSX2IP/ATP2A2/CDCA3/PDGFRB/SNTB1/YWHAG/PARVB/PDLIM7/TJP2/AFDN/ITGA2/PPIA/YWHAE/HSPA8/LAP3/RSU1/PIP5K1A/CTNNA1/LIMA1/SLC4A2/RAC1/MAP2K1/NPM1"
"upregulated"	"CC"	"cluster of actin-based cell projections"	13	"13/1752"	"119/14739"	0.669753589807359	0.999997919250364	0.861102935139362	"GO:0098862"	"MYO3B/MYH10/ACTN1/MYO1A/MPP1/HSP90AB1/CIB2/PLS1/SLC5A6/SLC38A2/MYO1C/SLC9A3/LIMA1"
"upregulated"	"CC"	"membrane raft"	29	"29/1752"	"262/14739"	0.688410493919694	0.999997919250364	0.861102935139362	"GO:0045121"	"CD24/ADD2/DMD/ATP1B1/MAPT/LRP8/SCARB1/MYOF/PTGIS/HYAL2/CORO1C/PGK1/MYO1A/ATP1B3/VDAC1/TNF/GPC1/IRS1/HSPD1/MYO1C/PECAM1/LAT2/SLC2A1/ATP1A1/SYNJ2/STX12/HK1/CTNNA1/TUBA1B"
"upregulated"	"CC"	"membrane region"	30	"30/1752"	"271/14739"	0.690280511440628	0.999997919250364	0.861102935139362	"GO:0098589"	"CD24/ADD2/DMD/ATP1B1/MAPT/LRP8/SCARB1/MYOF/PTGIS/HYAL2/CORO1C/PGK1/MYO1A/ATP1B3/VDAC1/TNF/GPC1/IRS1/HSPD1/MYO1C/PECAM1/LAT2/SLC2A1/ATP1A1/SYNJ2/STX12/EIF5A/HK1/CTNNA1/TUBA1B"
"upregulated"	"CC"	"DNA packaging complex"	10	"10/1752"	"94/14739"	0.693319825007983	0.999997919250364	0.861102935139362	"GO:0044815"	"HIST2H2AA3/H1F0/HIST1H1C/IRF4/HIST1H2BK/H2AFZ/NCAPG2/NCAPH/NCAPD3/H2AFX"
"upregulated"	"CC"	"membrane microdomain"	29	"29/1752"	"263/14739"	0.696316662366791	0.999997919250364	0.861102935139362	"GO:0098857"	"CD24/ADD2/DMD/ATP1B1/MAPT/LRP8/SCARB1/MYOF/PTGIS/HYAL2/CORO1C/PGK1/MYO1A/ATP1B3/VDAC1/TNF/GPC1/IRS1/HSPD1/MYO1C/PECAM1/LAT2/SLC2A1/ATP1A1/SYNJ2/STX12/HK1/CTNNA1/TUBA1B"
"upregulated"	"CC"	"stereocilium"	4	"4/1752"	"39/14739"	0.697129902497457	0.999997919250364	0.861102935139362	"GO:0032420"	"MYO3B/MPP1/CIB2/MYO1C"
"upregulated"	"CC"	"intraciliary transport particle B"	2	"2/1752"	"20/14739"	0.705895901985538	0.999997919250364	0.861102935139362	"GO:0030992"	"IFT57/HSPB11"
"upregulated"	"CC"	"neuron projection cytoplasm"	8	"8/1752"	"77/14739"	0.709816862960962	0.999997919250364	0.861102935139362	"GO:0120111"	"WASF1/UCHL1/MAPT/MAP1A/HSPB1/AP3M2/KIF1C/HIF1A"
"upregulated"	"CC"	"dendritic tree"	55	"55/1752"	"493/14739"	0.715452578617686	0.999997919250364	0.861102935139362	"GO:0097447"	"ANXA3/HRH2/FBXO2/DDN/WASF1/MYH10/SORT1/MAPT/N4BP3/NTRK2/PCDH8/LRP8/PTPRK/STX3/SEPT11/SAMD4A/BNIP3/CKB/IFT57/HSP90AB1/RPTOR/ALCAM/NEURL1/MAPK8/TUBB3/KCNC3/HOMER1/MAP1A/BAG2/SLC38A2/ZWINT/OSBP2/ARRB1/EIF4A3/SACS/CLU/NCS1/LSM1/FUS/CIB1/HSP90AA1/ELOVL5/KIF1C/RAB8A/HSPA8/EIF5A/IGSF9B/NSMF/CAPRIN1/PPP5C/RAC1/GLRX3/GNB1/HNRNPR/STAU1"
"upregulated"	"CC"	"presynaptic active zone"	6	"6/1752"	"60/14739"	0.732961478587331	0.999997919250364	0.861102935139362	"GO:0048786"	"GAD1/UNC13B/STX3/C1QBP/STXBP1/PHB"
"upregulated"	"CC"	"microvillus"	7	"7/1752"	"70/14739"	0.74132348739388	0.999997919250364	0.861102935139362	"GO:0005902"	"SCARB1/HYAL2/MYO1A/CEACAM1/MYO1C/CLIC4/ATP6V1A"
"upregulated"	"CC"	"low-density lipoprotein particle"	1	"1/1752"	"11/14739"	0.751554977448527	0.999997919250364	0.861102935139362	"GO:0034362"	"LDLR"
"upregulated"	"CC"	"extrinsic component of synaptic membrane"	1	"1/1752"	"11/14739"	0.751554977448527	0.999997919250364	0.861102935139362	"GO:0099243"	"PHB"
"upregulated"	"CC"	"stereocilium bundle"	4	"4/1752"	"42/14739"	0.751973437582023	0.999997919250364	0.861102935139362	"GO:0032421"	"MYO3B/MPP1/CIB2/MYO1C"
"upregulated"	"CC"	"side of membrane"	45	"45/1752"	"412/14739"	0.752059673434218	0.999997919250364	0.861102935139362	"GO:0098552"	"CD24/HHLA2/ENOX1/SERPINE2/IL13/IL1R1/ANPEP/GNG4/IL2RA/CCR6/CD9/ERRFI1/HYAL2/HLA-DQB1/ICOS/CD40LG/ALCAM/ADGRE1/TNF/TFRC/HLA-DPA1/YES1/CXCR4/LDLR/HLA-DRA/HLA-DRB5/PECAM1/KIT/GNA15/ADAM9/ITGA3/CCR7/BDH1/ATP2A2/HLA-DQA1/HLA-DRB1/DNAJA1/HEG1/SEMA7A/ITGA2/FKBP1A/HSPA8/ITGAE/CHUK/GNB1"
"upregulated"	"CC"	"sperm flagellum"	7	"7/1752"	"72/14739"	0.767572319903285	0.999997919250364	0.861102935139362	"GO:0036126"	"CCR6/PFKM/HYAL3/RAN/SLIRP/AK2/SEPT6"
"upregulated"	"CC"	"protein complex involved in cell adhesion"	3	"3/1752"	"33/14739"	0.769004942322918	0.999997919250364	0.861102935139362	"GO:0098636"	"ITGA3/ITGA2/ITGAE"
"upregulated"	"CC"	"cell body"	50	"50/1752"	"460/14739"	0.773581308918231	0.999997919250364	0.861102935139362	"GO:0044297"	"ANXA3/GJB2/DDN/MYH10/SORT1/UCHL1/TRPM2/MAPT/NRSN2/LRP8/PTPRK/RAC3/CPNE5/CKB/GLUL/FKBP4/HSP90AB1/RPTOR/ALCAM/NEURL1/KCNC3/CCT5/CAD/MAP1A/SLC38A2/DHODH/CCT3/KATNB1/AURKA/GOT2/CCT7/ENO2/EIF4A3/CCT2/LSM1/FUS/PEBP1/CIB1/HSP90AA1/ELOVL5/ZPR1/RAB8A/EIF5A/IGSF9B/NSMF/PPP5C/NAXE/CCT8/GNB1/STAU1"
"upregulated"	"CC"	"presynaptic active zone cytoplasmic component"	1	"1/1752"	"12/14739"	0.781109273993216	0.999997919250364	0.861102935139362	"GO:0098831"	"UNC13B"
"upregulated"	"CC"	"anchored component of synaptic vesicle membrane"	1	"1/1752"	"12/14739"	0.781109273993216	0.999997919250364	0.861102935139362	"GO:0098993"	"RAB3A"
"upregulated"	"CC"	"intercellular bridge"	5	"5/1752"	"54/14739"	0.7851383048249	0.999997919250364	0.861102935139362	"GO:0045171"	"TRIM45/NINL/SNRNP25/KRR1/CEP55"
"upregulated"	"CC"	"neuromuscular junction"	6	"6/1752"	"64/14739"	0.787996338895724	0.999997919250364	0.861102935139362	"GO:0031594"	"SERPINE2/UNC13B/MYH10/DLGAP3/CIB2/DNAJA3"
"upregulated"	"CC"	"recycling endosome membrane"	7	"7/1752"	"74/14739"	0.791820710253147	0.999997919250364	0.861102935139362	"GO:0055038"	"SLC9A7/RAB11FIP5/RAB13/EHD4/RAB8A/STX12/RAC1"
"upregulated"	"CC"	"anchored component of membrane"	11	"11/1752"	"112/14739"	0.791892405079586	0.999997919250364	0.861102935139362	"GO:0031225"	"ENPP6/CD24/HYAL2/CPM/RAB3A/EFNA3/GPC1/PRSS21/SVIP/SEMA7A/CD109"
"upregulated"	"CC"	"9+2 motile cilium"	7	"7/1752"	"75/14739"	0.803206982646071	0.999997919250364	0.861102935139362	"GO:0097729"	"CCR6/PFKM/HYAL3/RAN/SLIRP/AK2/SEPT6"
"upregulated"	"CC"	"very-low-density lipoprotein particle"	1	"1/1752"	"13/14739"	0.8071496455532	0.999997919250364	0.861102935139362	"GO:0034361"	"PCYOX1"
"upregulated"	"CC"	"triglyceride-rich plasma lipoprotein particle"	1	"1/1752"	"13/14739"	0.8071496455532	0.999997919250364	0.861102935139362	"GO:0034385"	"PCYOX1"
"upregulated"	"CC"	"endolysosome membrane"	1	"1/1752"	"13/14739"	0.8071496455532	0.999997919250364	0.861102935139362	"GO:0036020"	"LDLR"
"upregulated"	"CC"	"host"	2	"2/1752"	"25/14739"	0.815419237085125	0.999997919250364	0.861102935139362	"GO:0018995"	"RAN/TOP2A"
"upregulated"	"CC"	"host cell"	2	"2/1752"	"25/14739"	0.815419237085125	0.999997919250364	0.861102935139362	"GO:0043657"	"RAN/TOP2A"
"upregulated"	"CC"	"hippocampal mossy fiber to CA3 synapse"	2	"2/1752"	"25/14739"	0.815419237085125	0.999997919250364	0.861102935139362	"GO:0098686"	"SLC6A9/UNC13B"
"upregulated"	"CC"	"neuronal cell body"	42	"42/1752"	"400/14739"	0.82784057649048	0.999997919250364	0.861102935139362	"GO:0043025"	"ANXA3/DDN/MYH10/SORT1/UCHL1/TRPM2/MAPT/NRSN2/LRP8/PTPRK/RAC3/CPNE5/CKB/GLUL/FKBP4/HSP90AB1/RPTOR/ALCAM/NEURL1/KCNC3/CAD/MAP1A/SLC38A2/DHODH/KATNB1/AURKA/GOT2/ENO2/EIF4A3/LSM1/FUS/PEBP1/CIB1/HSP90AA1/ELOVL5/ZPR1/RAB8A/EIF5A/IGSF9B/NSMF/PPP5C/STAU1"
"upregulated"	"CC"	"pole plasm"	1	"1/1752"	"14/14739"	0.830093677944263	0.999997919250364	0.861102935139362	"GO:0045495"	"SNRPG"
"upregulated"	"CC"	"germ plasm"	1	"1/1752"	"14/14739"	0.830093677944263	0.999997919250364	0.861102935139362	"GO:0060293"	"SNRPG"
"upregulated"	"CC"	"invadopodium"	1	"1/1752"	"14/14739"	0.830093677944263	0.999997919250364	0.861102935139362	"GO:0071437"	"ITGA3"
"upregulated"	"CC"	"complex of collagen trimers"	1	"1/1752"	"14/14739"	0.830093677944263	0.999997919250364	0.861102935139362	"GO:0098644"	"COL5A2"
"upregulated"	"CC"	"sperm part"	14	"14/1752"	"145/14739"	0.83203995261486	0.999997919250364	0.861102935139362	"GO:0097223"	"CCR6/CCDC136/RAB3A/PFKM/HSP90AB1/ALDOA/HYAL3/RAN/SLIRP/KIT/AK2/ALDOA/SEPT6/CTNNA1"
"upregulated"	"CC"	"cell cortex part"	14	"14/1752"	"146/14739"	0.839273969521337	0.999997919250364	0.861102935139362	"GO:0044448"	"PHLDB1/UNC13B/SHROOM1/SEPT11/MYO1A/MPP1/ENO1/CIB2/PLS1/TPM4/EPB41L2/SLC2A1/SEPT6/NSMF"
"upregulated"	"CC"	"cell-cell adherens junction"	8	"8/1752"	"89/14739"	0.844988104696358	0.999997919250364	0.861102935139362	"GO:0005913"	"ACTN1/PVR/SSX2IP/ATP2A2/CDCA3/PDLIM7/AFDN/CTNNA1"
"upregulated"	"CC"	"stereocilium tip"	1	"1/1752"	"15/14739"	0.850309357145734	0.999997919250364	0.861102935139362	"GO:0032426"	"MYO3B"
"upregulated"	"CC"	"bicellular tight junction"	9	"9/1752"	"100/14739"	0.854735705336149	0.999997919250364	0.861102935139362	"GO:0005923"	"CGN/PARD6G/CDK4/JAM3/RAB13/TRAF4/ECT2/TJP2/VAPA"
"upregulated"	"CC"	"glutamatergic synapse"	28	"28/1752"	"279/14739"	0.855802739613017	0.999997919250364	0.861102935139362	"GO:0098978"	"NPTX1/ADORA2B/UNC13B/MYH10/ACTN1/PCDH8/STX3/CAMK1/SEPT11/DLGAP3/C1QBP/HOMER1/LRFN4/STXBP1/YES1/EIF4E/PHB/YWHAH/EIF4A3/NCS1/DGKE/ELAVL1/YWHAE/RAB8A/HSPA8/RPS27/RAC1/STAU1"
"upregulated"	"CC"	"intraciliary transport particle"	2	"2/1752"	"28/14739"	0.862108596133336	0.999997919250364	0.861102935139362	"GO:0030990"	"IFT57/HSPB11"
"upregulated"	"CC"	"postsynapse"	51	"51/1752"	"490/14739"	0.865164922371551	0.999997919250364	0.861102935139362	"GO:0098794"	"NPAS4/FBXO2/DDN/SLC6A9/ADD2/WASF1/DMD/NETO2/MYH10/CHRNA5/MAPT/NTRK2/PCDH8/DNAJC6/LRP8/SLC29A1/KCTD12/STX3/CAMK1/SEPT11/BNIP3/DLGAP3/FABP5/NLGN2/NEURL1/KCNC3/HOMER1/LRFN4/STXBP1/YES1/NEFH/RAB3GAP1/EIF4E/DNAJA3/RUSC1/SIGMAR1/PHB/ARRB1/EIF4A3/NCS1/FUS/ATP1A1/ELAVL1/RAB8A/STX12/HSPA8/IGSF9B/NSMF/AKT1/RPS27/RAC1"
"upregulated"	"CC"	"integral component of peroxisomal membrane"	1	"1/1752"	"16/14739"	0.86812095768096	0.999997919250364	0.861102935139362	"GO:0005779"	"PEX2"
"upregulated"	"CC"	"intrinsic component of peroxisomal membrane"	1	"1/1752"	"16/14739"	0.86812095768096	0.999997919250364	0.861102935139362	"GO:0031231"	"PEX2"
"upregulated"	"CC"	"filopodium tip"	1	"1/1752"	"16/14739"	0.86812095768096	0.999997919250364	0.861102935139362	"GO:0032433"	"CIB1"
"upregulated"	"CC"	"other organism"	2	"2/1752"	"29/14739"	0.875091430782157	0.999997919250364	0.861102935139362	"GO:0044215"	"RAN/TOP2A"
"upregulated"	"CC"	"other organism cell"	2	"2/1752"	"29/14739"	0.875091430782157	0.999997919250364	0.861102935139362	"GO:0044216"	"RAN/TOP2A"
"upregulated"	"CC"	"other organism part"	2	"2/1752"	"29/14739"	0.875091430782157	0.999997919250364	0.861102935139362	"GO:0044217"	"RAN/TOP2A"
"upregulated"	"CC"	"dendritic spine"	13	"13/1752"	"142/14739"	0.875751294694548	0.999997919250364	0.861102935139362	"GO:0043197"	"FBXO2/DDN/MYH10/MAPT/NTRK2/SEPT11/NEURL1/KCNC3/HOMER1/ARRB1/FUS/RAB8A/RAC1"
"upregulated"	"CC"	"high-density lipoprotein particle"	1	"1/1752"	"17/14739"	0.88381423229503	0.999997919250364	0.861102935139362	"GO:0034364"	"CLU"
"upregulated"	"CC"	"organelle membrane contact site"	1	"1/1752"	"17/14739"	0.88381423229503	0.999997919250364	0.861102935139362	"GO:0044232"	"STARD3NL"
"upregulated"	"CC"	"excitatory synapse"	2	"2/1752"	"30/14739"	0.886938251638747	0.999997919250364	0.861102935139362	"GO:0060076"	"SLC6A9/ITGA3"
"upregulated"	"CC"	"non-motile cilium"	10	"10/1752"	"116/14739"	0.896141844156954	0.999997919250364	0.861102935139362	"GO:0097730"	"DHRS3/PTPRK/TUBG1/GLIS2/IFT57/OCRL/CIB2/FAM161A/RAB8A/GNB1"
"upregulated"	"CC"	"postsynaptic specialization, intracellular component"	1	"1/1752"	"18/14739"	0.897640985794494	0.999997919250364	0.861102935139362	"GO:0099091"	"YES1"
"upregulated"	"CC"	"photoreceptor connecting cilium"	2	"2/1752"	"32/14739"	0.90756516177448	0.999997919250364	0.861102935139362	"GO:0032391"	"IFT57/FAM161A"
"upregulated"	"CC"	"ciliary base"	2	"2/1752"	"32/14739"	0.90756516177448	0.999997919250364	0.861102935139362	"GO:0097546"	"FAM92A/RAB8A"
"upregulated"	"CC"	"photoreceptor cell cilium"	7	"7/1752"	"88/14739"	0.911146883934792	0.999997919250364	0.861102935139362	"GO:0097733"	"DHRS3/PTPRK/IFT57/OCRL/CIB2/FAM161A/GNB1"
"upregulated"	"CC"	"cell cortex"	24	"24/1752"	"255/14739"	0.911687115915794	0.999997919250364	0.861102935139362	"GO:0005938"	"GAD1/PHLDB1/UNC13B/MYH10/SHROOM1/PARD6G/SEPT11/MYO1A/MPP1/ENO1/CIB2/PLS1/KCNC3/TRIP10/TPM4/MELK/CYTIP/EPB41L2/NCL/SLC2A1/MICAL3/SEPT6/NSMF/GLRX3"
"upregulated"	"CC"	"blood microparticle"	6	"6/1752"	"78/14739"	0.91436005659808	0.999997919250364	0.861102935139362	"GO:0072562"	"HSPA2/CIB2/TFRC/SLC2A1/CLU/HSPA8"
"upregulated"	"CC"	"9+0 non-motile cilium"	7	"7/1752"	"89/14739"	0.916794584601487	0.999997919250364	0.861102935139362	"GO:0097731"	"DHRS3/PTPRK/IFT57/OCRL/CIB2/FAM161A/GNB1"
"upregulated"	"CC"	"photoreceptor outer segment"	5	"5/1752"	"68/14739"	0.919096095690971	0.999997919250364	0.861102935139362	"GO:0001750"	"DHRS3/PTPRK/OCRL/CIB2/GNB1"
"upregulated"	"CC"	"peroxisomal membrane"	4	"4/1752"	"58/14739"	0.925955767161245	0.999997919250364	0.861102935139362	"GO:0005778"	"ACSL1/IMPDH2/PEX2/HMGCR"
"upregulated"	"CC"	"microbody membrane"	4	"4/1752"	"58/14739"	0.925955767161245	0.999997919250364	0.861102935139362	"GO:0031903"	"ACSL1/IMPDH2/PEX2/HMGCR"
"upregulated"	"CC"	"neuron to neuron synapse"	27	"27/1752"	"289/14739"	0.929174330286868	0.999997919250364	0.861102935139362	"GO:0098984"	"SLC6A9/ADD2/UNC13B/NETO2/NTRK2/DNAJC6/LRP8/CAMK1/SEPT11/BNIP3/DLGAP3/FABP5/NLGN2/NEURL1/HOMER1/LRFN4/NEFH/RUSC1/SIGMAR1/PHB/ARRB1/NCS1/ATP1A1/RAB8A/IGSF9B/NSMF/RPS27"
"upregulated"	"CC"	"presynapse"	36	"36/1752"	"375/14739"	0.932219894941105	0.999997919250364	0.861102935139362	"GO:0098793"	"GAD1/SLC6A9/FOSL1/UNC13B/CBARP/NTRK2/PCDH8/DNAJC6/SLC29A1/KCTD12/STX3/DMXL2/SLC29A2/RAB3A/GLUL/NLGN2/C1QBP/SYPL1/KCNC3/CAD/ITSN1/STXBP1/PHB/YWHAH/NCS1/YWHAG/PEBP1/SYNJ2/ITGA2/ZNRF1/SEPT6/RAB8A/STX12/HSPA8/RPS27/HNRNPR"
"upregulated"	"CC"	"basement membrane"	5	"5/1752"	"73/14739"	0.944798543714838	0.999997919250364	0.861102935139362	"GO:0005604"	"APLP1/EGFL6/RELL2/AGRN/CD151"
"upregulated"	"CC"	"collagen-containing extracellular matrix"	20	"20/1752"	"230/14739"	0.95133418152957	0.999997919250364	0.861102935139362	"GO:0062023"	"COL5A2/COCH/SERPINE2/APLP1/EGFL7/IGFBP7/EGFL6/TGFB1I1/EMILIN2/RELL2/GPC1/CDON/COL6A3/AGRN/CD151/LGALS3/SERPINB6/LGALS1/CLU/HDGF"
"upregulated"	"CC"	"collagen trimer"	3	"3/1752"	"51/14739"	0.951336805654311	0.999997919250364	0.861102935139362	"GO:0005581"	"COL5A2/EMILIN2/COL6A3"
"upregulated"	"CC"	"late endosome membrane"	9	"9/1752"	"119/14739"	0.953325365150529	0.999997919250364	0.861102935139362	"GO:0031902"	"NDFIP2/LAPTM4B/HLA-DRA/HLA-DRB5/LTV1/HLA-DRB1/STARD3NL/TMEM165/HLA-DMB"
"upregulated"	"CC"	"asymmetric synapse"	24	"24/1752"	"271/14739"	0.955230601980588	0.999997919250364	0.861102935139362	"GO:0032279"	"SLC6A9/ADD2/NETO2/NTRK2/DNAJC6/LRP8/CAMK1/BNIP3/DLGAP3/FABP5/NEURL1/HOMER1/LRFN4/NEFH/RUSC1/SIGMAR1/PHB/ARRB1/NCS1/ATP1A1/RAB8A/IGSF9B/NSMF/RPS27"
"upregulated"	"CC"	"integral component of postsynaptic specialization membrane"	2	"2/1752"	"43/14739"	0.970696217840434	0.999997919250364	0.861102935139362	"GO:0099060"	"NLGN2/LRFN4"
"upregulated"	"CC"	"ciliary tip"	2	"2/1752"	"44/14739"	0.973675735702924	0.999997919250364	0.861102935139362	"GO:0097542"	"IFT57/HSPB11"
"upregulated"	"CC"	"integral component of postsynaptic membrane"	4	"4/1752"	"71/14739"	0.975672928639789	0.999997919250364	0.861102935139362	"GO:0099055"	"SLC6A9/PCDH8/NLGN2/LRFN4"
"upregulated"	"CC"	"intrinsic component of postsynaptic specialization membrane"	2	"2/1752"	"45/14739"	0.976361467733462	0.999997919250364	0.861102935139362	"GO:0098948"	"NLGN2/LRFN4"
"upregulated"	"CC"	"voltage-gated potassium channel complex"	3	"3/1752"	"59/14739"	0.977254352761018	0.999997919250364	0.861102935139362	"GO:0008076"	"KCNS1/KCNC3/KCNQ5"
"upregulated"	"CC"	"ciliary transition zone"	3	"3/1752"	"59/14739"	0.977254352761018	0.999997919250364	0.861102935139362	"GO:0035869"	"IFT57/FAM161A/TMEM237"
"upregulated"	"CC"	"actin-based cell projection"	13	"13/1752"	"173/14739"	0.977413341941092	0.999997919250364	0.861102935139362	"GO:0098858"	"MYO3B/DMD/SCARB1/HYAL2/MYO1A/CEACAM1/MPP1/CIB2/MYO1C/ITGA3/CLIC4/CIB1/ATP6V1A"
"upregulated"	"CC"	"dendrite cytoplasm"	1	"1/1752"	"30/14739"	0.977638906327038	0.999997919250364	0.861102935139362	"GO:0032839"	"WASF1"
"upregulated"	"CC"	"integral component of postsynaptic density membrane"	1	"1/1752"	"31/14739"	0.98030235293218	0.999997919250364	0.861102935139362	"GO:0099061"	"LRFN4"
"upregulated"	"CC"	"intrinsic component of postsynaptic membrane"	4	"4/1752"	"74/14739"	0.98141638596994	0.999997919250364	0.861102935139362	"GO:0098936"	"SLC6A9/PCDH8/NLGN2/LRFN4"
"upregulated"	"CC"	"extrinsic component of membrane"	19	"19/1752"	"240/14739"	0.982545652838992	0.999997919250364	0.861102935139362	"GO:0019898"	"SERPINE2/SOCS1/GNG4/CISH/ERRFI1/PAM16/YES1/SOCS2/DNAJA3/GNA15/ATP2A2/PHB/SNX10/SYNJ2/FKBP1A/RGS6/CTNNA1/JAKMIP1/GNB1"
"upregulated"	"CC"	"intrinsic component of postsynaptic density membrane"	1	"1/1752"	"33/14739"	0.984715719661202	0.999997919250364	0.861102935139362	"GO:0099146"	"LRFN4"
"upregulated"	"CC"	"extracellular matrix component"	1	"1/1752"	"35/14739"	0.988140683420468	0.999997919250364	0.861102935139362	"GO:0044420"	"COL5A2"
"upregulated"	"CC"	"postsynaptic specialization membrane"	3	"3/1752"	"67/14739"	0.989672358812266	0.999997919250364	0.861102935139362	"GO:0099634"	"NLGN2/LRFN4/HSPA8"
"upregulated"	"CC"	"cytoplasmic side of membrane"	10	"10/1752"	"154/14739"	0.990956704170316	0.999997919250364	0.861102935139362	"GO:0098562"	"GNG4/ERRFI1/YES1/KIT/GNA15/ATP2A2/DNAJA1/FKBP1A/CHUK/GNB1"
"upregulated"	"CC"	"motile cilium"	9	"9/1752"	"146/14739"	0.992995227067049	0.999997919250364	0.861102935139362	"GO:0031514"	"CCR6/PFKM/HYAL3/RAN/SORD/SLIRP/AK2/SEPT6/HIF1A"
"upregulated"	"CC"	"Schaffer collateral - CA1 synapse"	3	"3/1752"	"72/14739"	0.993771055217912	0.999997919250364	0.861102935139362	"GO:0098685"	"ADORA2B/STX3/NEFH"
"upregulated"	"CC"	"early endosome membrane"	7	"7/1752"	"129/14739"	0.995951833530516	0.999997919250364	0.861102935139362	"GO:0031901"	"NTRK2/LDLRAD4/OCRL/RAB11FIP5/EHD4/STX12/TMEM165"
"upregulated"	"CC"	"transporter complex"	15	"15/1752"	"226/14739"	0.996978547684915	0.999997919250364	0.861102935139362	"GO:1990351"	"ATP12A/FXYD2/ATP1B1/CHRNA5/HSPA2/KCNS1/ATP1B3/TIMM13/SESTD1/KCNC3/KCNQ5/ABCB6/CLIC4/ATP1A1/FKBP1A"
